sdss_name,ra,dec,l,b,M_i,z,fwhm_CIV,fwhm_CIII,fwhm_MGII
105722.29+434914.8,164.3428965,43.82079162,169.4081556,61.63699675,-24.17215739,2.344896793,2354.986057,5027.849961,-1
151508.77+073917.5,228.7865546,7.654862305,9.885649204,50.80483636,-25.19440194,2.482744217,4936.020925,9327.801536,-1
151547.13+242833.5,228.9464067,24.47597999,36.49232742,57.51239313,-24.66419195,1.963633657,2915.610722,2450.702169,2741.50327
024338.46+004433.6,40.91026575,0.742672571,171.5750107,-51.21169347,-27.51008986,2.426415205,7045.610374,7939.939383,-1
122129.49+385435.4,185.3728806,38.90985141,149.0045361,76.66283384,-23.74368453,0.661608338,-1,-1,-1
015120.80+072910.5,27.83666689,7.486267455,147.8045896,-52.46827848,-22.64068453,0.53916502,-1,-1,-1
215701.37+090110.8,329.2557109,9.019675459,67.28883739,-34.40289174,-25.0052806,1.345677137,-1,2272.377119,2232.108478
141738.87+392818.5,214.4119901,39.47183123,72.98373653,68.25595416,-25.33240907,2.720457077,6561.328505,7828.229135,-1
161645.61+214553.9,244.1900511,21.76497554,38.08630428,43.27688318,-26.41410221,2.113062143,6728.783529,-1,6122.099874
231122.82-010641.3,347.8451165,-1.111474492,76.05031765,-54.60734925,-23.91033297,0.898620248,-1,-1,-1
144603.53+032121.2,221.5147091,3.355893051,356.9676664,53.73951909,-25.3157322,2.374376535,3874.611085,4311.723085,-1
160843.90+071508.6,242.1829266,7.252399863,19.29841407,39.27227781,-30.35699381,2.863522053,4711.322669,5291.521731,-1
172939.17+334859.0,262.4132339,33.81639477,57.92918281,30.80195859,-25.12547721,2.542406321,5459.496873,2527.500833,-1
023514.83-035847.6,38.81181136,-3.979894539,174.4335106,-56.09449303,-25.45043704,2.181946754,3470.718144,9207.750374,3690.091535
152317.71+012553.3,230.8238065,1.431497431,4.199093298,45.46592303,-26.34108801,2.331513405,4720.004358,7108.300443,7136.357133
155918.54+170224.3,239.8272727,17.04009257,29.92557,45.58552807,-24.08941047,1.709781885,6415.361543,6170.115532,3001.927808
124653.00+352110.4,191.7208553,35.35291629,129.3923114,81.71812828,-25.22454333,2.327637434,3774.86168,9676.729815,2356.663844
081543.30+191352.5,123.9304465,19.23126993,204.0074117,26.89195487,-27.23860976,2.375573874,6587.786202,8026.405346,8041.745618
091212.29-000501.2,138.0512139,-0.083672711,230.8403246,30.8135865,-26.3897945,2.726963282,3648.990153,4757.004802,-1
113508.09-000319.1,173.7837381,-0.055307025,265.8110627,57.21156639,-25.97999473,2.488395929,3366.236988,4323.431997,-1
080847.49+474621.1,122.1979131,47.77252825,171.6105967,32.39277523,-23.22346298,0.518504918,-1,-1,-1
081639.13+122556.5,124.1630679,12.432379,211.0544109,24.45173786,-25.48877449,2.493479252,3284.350741,2845.463938,-1
123857.39-011804.6,189.7391298,-1.30129211,296.4016843,61.41209975,-24.48648912,2.588834047,2285.811744,9236.506647,-1
152913.16+190830.3,232.304867,19.14176378,29.04102674,53.01534418,-25.09725307,2.755698919,5169.166131,5341.675652,-1
115749.16+385604.2,179.454842,38.93452077,163.0164302,73.73673277,-24.23148734,2.229708433,-1,-1,-1
161213.58+152457.8,243.0566066,15.41606339,29.46930619,42.10092813,-25.57371545,2.16805625,5473.305439,-1,4040.384769
110027.79+354221.5,165.1158211,35.7059836,186.038906,64.9222339,-27.61187284,2.477592707,3675.306803,5185.267541,-1
002629.02+002245.9,6.620948124,0.379436579,109.6174011,-61.84551548,-23.64628064,1.217213631,-1,6182.990895,5357.728966
130242.80+374648.9,195.6783687,37.78026619,111.0837734,79.08730807,-24.1882074,0.853022695,-1,-1,-1
172715.79+333140.1,261.815804,33.52781219,57.46367762,31.21584169,-26.08246136,2.183550596,5608.020491,-1,-1
161033.30+352204.7,242.6387558,35.36799827,56.76447857,47.10239101,-25.54039189,2.548310995,-1,5535.320688,-1
011011.16+050233.0,17.54653421,5.042510318,131.6481738,-57.51160545,-27.91616421,3.323941708,2365.752628,2743.292518,-1
111538.46+410931.1,168.9102692,41.15865586,171.263545,65.85015117,-23.42046965,0.91772759,-1,-1,-1
224208.37+001142.0,340.5348923,0.195014454,68.92190579,-48.63478754,-24.9703643,2.176916838,3639.64631,4897.14025,3413.987924
014033.12+064513.4,25.13800902,6.753746692,144.0383153,-54.09305509,-25.98279668,2.296477079,5107.082461,11063.45588,3230.374186
100826.56+061649.4,152.1107049,6.280392492,233.6968161,46.06040371,-25.09921505,2.432465553,1966.00952,2785.711384,-1
163530.18+161538.4,248.875787,16.26066957,33.25753822,37.24642065,-27.06925095,2.419179201,4909.685269,5574.47022,3612.186737
075930.54+304835.9,119.8772844,30.80998506,190.3695274,27.21064187,-26.51770284,2.20220089,4977.207951,2818.657752,4212.079103
080848.27+353852.6,122.2011468,35.64795141,185.6191624,30.34984403,-25.68904498,2.686056614,3793.990056,5965.660075,-1
014650.92-012419.8,26.71220087,-1.405511966,152.5659984,-61.04814281,-25.62598467,2.727532148,3076.717306,5105.333815,-1
152319.61+170054.9,230.8317387,17.01526583,24.87457678,53.54344755,-24.85997019,1.534049273,4541.346077,8396.597227,4743.058804
082500.52+141542.5,126.2521989,14.26181111,210.1135235,27.05179922,-27.94493152,4.379290581,4586.29357,-1,-1
075626.19+282055.3,119.1091625,28.34870939,192.7655528,25.82928558,-27.66821654,2.841258049,3814.476982,4194.585816,-1
122347.08+402431.0,185.9461785,40.4086353,144.46831,75.5419065,-24.94556013,2.28147316,3151.698366,4383.504509,6534.780679
072645.55+393417.5,111.6897959,39.57154613,178.9715269,23.3153773,-24.75709291,2.374562502,5400.419572,5182.243479,2831.185068
013715.61+121036.4,24.31507937,12.17678543,140.199169,-49.15256785,-26.40324826,3.152231455,6823.506977,8925.326847,-1
082323.88+165517.6,125.849539,16.92156086,207.1835352,27.72794176,-24.34327432,0.71541369,-1,-1,-1
131027.00+383301.6,197.6125201,38.55045333,104.9169175,77.90484523,-25.28172676,2.896785975,-1,7210.606117,-1
082006.03+155520.7,125.025144,15.9224201,207.8805337,26.61479673,-25.7360984,2.594313622,4419.470796,5740.637963,-1
114836.27+024203.1,177.1511324,2.700861361,268.637215,61.31644977,-22.82751594,0.766579866,-1,-1,-1
211242.41+004135.5,318.1767431,0.693205147,51.51754648,-30.59397526,-24.97914038,1.944320679,3539.526693,3040.798295,3321.569126
134954.16+314312.4,207.4757047,31.72012828,56.26954173,76.48051572,-23.75745511,0.759919286,-1,-1,-1
154514.30+272913.8,236.3096154,27.48717204,43.79807277,51.59418495,-26.29370113,3.613345861,4327.525497,2527.152719,-1
015935.48+000401.2,29.89785351,0.067015394,156.7734375,-58.25426915,-27.18428772,3.278383732,2668.647537,2583.731782,-1
075227.19+114153.8,118.1133011,11.69829236,209.1181644,18.76835179,-26.82697078,2.622871876,6245.264738,8379.438635,-1
120639.10+392932.2,181.662921,39.49229134,157.0925275,74.52235202,-27.32373314,2.450401783,6173.778712,6592.825573,-1
155348.06+231522.8,238.4502565,23.25635532,38.00355432,48.78426502,-24.97707635,2.992037535,3688.542396,-1,-1
170337.82+313026.5,255.9076104,31.5073884,53.74686227,35.60625111,-24.92728105,2.363704681,-1,2568.152615,-1
214726.02+000450.9,326.858448,0.080814899,56.78059764,-38.13980117,-24.56556554,2.726163864,3728.843119,5732.900622,-1
010042.82-003418.9,15.17844804,-0.571928181,128.107418,-63.3504251,-25.96553523,2.64461422,5442.493764,-1,-1
130043.07+393615.8,195.1794877,39.60439063,114.7276062,77.37565992,-24.11441321,2.123288155,3957.380974,6047.56531,4321.051198
012624.65+061004.4,21.6027177,6.167911921,138.4657619,-55.64549394,-24.47962404,1.841467381,5093.561609,-1,2322.061115
220113.86+045840.1,330.3077703,4.977823451,64.37123784,-37.84928969,-27.79365118,2.948979855,6763.645458,7432.44865,-1
230135.46-005641.9,345.3977751,-0.944981731,73.14761898,-52.85561257,-22.12405474,0.575200081,-1,-1,-1
083139.83+223009.8,127.9159715,22.50273988,201.9628145,31.51620413,-25.31342523,2.837538004,4073.346058,4284.893442,-1
083523.19+153420.7,128.8466512,15.5724253,209.8607269,29.87191775,-25.68462822,2.415311813,3234.999559,3078.479091,-1
220348.93+011747.8,330.9538861,1.296623418,61.22384981,-40.6836919,-23.88022148,0.919121683,-1,-1,-1
103659.87+351640.1,159.2494861,35.27781219,188.6367959,60.27784979,-25.72898952,2.291536808,6860.252429,4837.236194,3582.615533
154331.48+214231.0,235.8811779,21.70861485,34.69125835,50.64042004,-26.80938672,2.308885813,4578.591209,10437.02713,3255.800229
013138.18-001015.0,22.90912389,-0.170844924,144.2857427,-61.36479341,-27.22834329,2.732090712,7662.558752,7332.847699,-1
012045.33+060714.1,20.18888731,6.120587138,136.0439718,-56.00298472,-26.56631833,3.303221941,4459.096228,8484.668059,-1
131739.87+410001.0,199.4161325,41.00030201,103.3314277,75.11433718,-25.32163894,2.631269217,3792.102785,4957.194353,-1
075039.73+420857.1,117.665553,42.14920717,177.4546969,28.33424233,-25.87277829,2.196624041,5656.905293,8004.369187,4908.012047
014353.14+053222.4,25.97145097,5.539564154,146.0881009,-54.95678752,-21.30651912,0.40976578,-1,-1,-1
161217.35+154629.2,243.0722933,15.77479401,29.9236454,42.22542937,-23.9662741,0.880658507,-1,-1,-1
142546.82+013148.8,216.4451228,1.530226056,348.3649072,55.8455324,-24.45301682,2.221046686,5092.172377,9368.689053,6194.679586
083257.77+262032.7,128.2407465,26.34243627,197.7461989,32.97043582,-27.41927606,2.414689541,-1,-1,-1
112938.53+383048.3,172.4105561,38.51342571,174.120272,69.46189789,-25.8754167,2.944459438,4092.181139,5027.471467,-1
103219.45+352615.5,158.0810525,35.4376414,188.5247275,59.31326934,-24.32697157,0.815785348,-1,-1,-1
170423.43+321313.8,256.097661,32.22052238,54.64613762,35.60213608,-27.28041514,2.990092993,7596.709918,6114.995843,-1
233714.16+003935.5,354.3090012,0.659877358,87.21992817,-56.97577336,-22.6882599,0.823510826,-1,-1,-1
141923.62+052546.5,214.8484249,5.429593689,350.8403585,59.84738384,-26.199945,2.60298872,5757.763174,7499.451686,-1
103748.52+060943.0,159.4521695,6.16195442,240.2631495,51.9612968,-26.59769417,2.723873138,5063.863387,5380.284377,-1
124031.31+061854.2,190.1304967,6.3150561,295.3348979,69.0256347,-26.2011445,3.091794014,-1,10699.26715,-1
015210.35+011228.8,28.04314386,1.208021351,152.6507858,-58.11559882,-26.06845121,3.161607265,2730.337464,2737.424978,-1
144511.90+041039.8,221.2996092,4.177736917,357.7324055,54.46093068,-25.0280782,2.759500265,2977.53724,3426.327578,-1
021309.69+053853.6,33.29041266,5.648242405,157.045646,-51.72758628,-25.55423801,2.830955267,3674.088306,9221.347643,-1
131322.34+012506.4,198.3430967,1.418454339,315.4091917,63.75756362,-23.02578646,0.697774291,-1,-1,-1
165457.45+261606.5,253.7393886,26.26847352,46.90328581,36.17027265,-22.229087,0.786129594,-1,-1,-1
235828.85+043024.7,359.6202084,4.506884897,98.91672204,-55.87591802,-27.17614171,2.298214674,2714.438922,2534.358191,2234.870576
143316.12+313126.3,218.3171666,31.5239841,50.2692449,67.42775894,-29.53491325,2.947572231,4790.573816,5903.46518,-1
103555.01+413242.3,158.9792446,41.54509956,176.5925144,58.80503518,-26.28290223,3.133263826,4147.711614,5161.003301,-1
014126.04+045645.9,25.35850086,4.946109747,145.4433276,-55.72510961,-24.88531924,2.309846163,4451.435043,5484.181061,6402.420845
014827.70-024544.7,27.11545544,-2.762434485,154.6139948,-62.07419797,-26.33895895,2.273310184,4102.121143,5078.141323,3429.276982
153136.16+272503.7,232.90067,27.41771624,42.85799329,54.56687917,-22.22207656,0.773222089,-1,-1,-1
164347.11+134920.5,250.9463057,13.82237137,31.44205267,34.45739543,-25.40808677,2.586869001,3421.008902,4385.137671,-1
132004.51+400023.0,200.0188218,40.00639256,99.99640836,75.82008807,-24.60529609,2.587983608,7337.219593,6213.959116,-1
223129.95+043223.1,337.8748152,4.539775062,70.70158833,-43.69290199,-24.29275085,2.475921154,4487.701813,13528.15343,-1
231958.70-002449.3,349.9945893,-0.413718053,79.72875368,-55.41926228,-27.73285704,1.891433358,5496.860115,6959.566774,3845.211308
170945.00+230907.5,257.4375185,23.15210267,44.49718276,32.04376517,-25.03931858,2.261003256,-1,2922.950738,4859.300085
004602.61+041544.5,11.51088839,4.262379119,120.3513374,-58.58233692,-26.47595818,2.097311974,6026.331901,-1,5776.470056
093521.47+364418.1,143.8394759,36.73836164,187.1122203,47.77189194,-25.32620024,2.278649092,3939.022807,10040.58205,5467.501833
072358.72+405925.5,110.9947005,40.99041842,177.3264844,23.21348568,-25.75373687,2.720045328,4526.310542,6639.090815,-1
075137.19+164449.4,117.9049644,16.74708239,204.1355005,20.64765243,-23.9432022,1.631229877,2406.517575,6404.081673,3093.578916
165110.20+350511.4,252.7925048,35.08650202,57.55917762,38.82723396,-26.43850752,2.239780664,5309.777529,5551.429257,4172.737429
135847.17+004204.0,209.6965687,0.701128847,337.1734498,59.02057417,-24.78893292,2.475206614,3200.931516,6002.784149,-1
080920.19+402418.2,122.3341499,40.40506188,180.219251,31.4332155,-25.84688577,2.825811148,2806.861769,3898.123941,-1
105202.52+413153.1,163.0105087,41.53143441,174.6531526,61.66486548,-27.62993168,2.508188725,4583.60982,5625.734693,-1
140858.34+342301.9,212.243122,34.38388615,61.25562589,71.8713355,-25.06566561,2.634142876,3511.653605,3348.76396,-1
160323.61+185904.4,240.8483919,18.9845787,33.00913516,45.36398096,-25.21322518,2.36362052,4345.880964,-1,-1
082840.64+211812.6,127.1693599,21.30351606,203.0144609,30.46488443,-24.24472223,0.917337358,-1,-1,-1
081154.35+301740.4,122.9764814,30.29455668,191.7896431,29.62491903,-23.71814059,0.635851681,-1,-1,-1
124957.23-015928.8,192.4884971,-1.991334857,302.1700805,60.87821763,-29.37942326,3.633553743,-1,-1,-1
162248.20+183114.2,245.7008707,18.52062597,34.56467542,40.88734718,-23.03215687,0.977625549,-1,-1,-1
145154.98+295719.3,222.9791072,29.9553735,46.21810025,63.46592244,-27.14296075,2.157458544,6312.0425,6810.290991,4214.176998
124110.44-002633.0,190.2935161,-0.442506916,297.4017953,62.318982,-24.62013581,2.740339518,2452.35681,2569.248948,-1
080653.44+314842.4,121.7227048,31.81178327,189.7798458,29.00472771,-24.249697,2.262954235,2489.701883,2595.06379,2107.010552
151427.97+323135.1,228.6165661,32.52643557,51.60897608,58.66244866,-23.94526421,0.633033156,-1,-1,-1
111334.79+372748.6,168.3949978,37.46351234,180.1241926,66.97747226,-25.20470792,2.753121853,4800.467661,8217.356237,-1
083233.93+153950.5,128.1413851,15.66404514,209.4622622,29.28060562,-27.47309991,3.413587093,3252.473278,3123.056419,-1
083918.54+042941.9,129.8272885,4.49497228,221.6593651,25.98242037,-22.87999117,0.841001034,-1,-1,-1
001041.29-002450.1,2.672070993,-0.41391723,101.1391977,-61.54940219,-26.42625716,3.192375422,2407.356753,2037.033597,-1
081602.00+114016.7,124.0083716,11.67131957,211.7447422,23.99810825,-25.90595425,2.320248365,2829.789039,4247.351321,2734.700745
113258.83+353956.3,173.2451505,35.66564153,181.0023046,71.25582797,-26.38302505,3.08133316,4230.521007,5939.151123,-1
105008.34+404642.5,162.5347671,40.77849368,176.4001963,61.58755515,-26.83117742,2.23542285,5065.49282,6888.02491,3819.927062
102124.50+040024.3,155.3520882,4.006757709,239.1154725,47.40371638,-24.89275503,2.480745077,3857.509287,3971.360372,-1
160957.03+344655.5,242.487639,34.7821067,55.89337567,47.18928404,-26.48903185,2.566856861,5291.683653,-1,-1
161634.76+225630.3,244.1448371,22.94175574,39.62164436,43.65760204,-25.68904451,2.153702021,6552.218293,8227.212769,7087.728296
005608.42+042935.1,14.03510399,4.493105409,125.166415,-58.35823844,-24.95668864,2.57292366,3530.109047,4901.771644,-1
104900.88-011657.7,162.2536821,-1.282711477,251.9390479,49.07824798,-23.19503627,0.871936798,-1,-1,-1
151058.43+193525.8,227.7434732,19.59050547,27.2101397,57.21363481,-26.3819721,2.213043213,3691.419781,4707.138406,3860.319397
075303.42+113038.6,118.2642744,11.51073536,209.3636944,18.82332014,-24.93876824,2.478287458,9201.87473,-1,-1
121328.45+022910.6,183.3685594,2.48630361,281.0762022,63.73542163,-24.88519762,1.492760062,4749.979224,-1,3300.843613
002342.77+022404.4,5.928226462,2.401241339,109.095582,-59.72362159,-24.97099802,2.493707657,5548.910893,4933.164914,-1
151038.29+353234.6,227.6595533,35.5429552,57.54068886,59.28478999,-24.97898878,2.770503998,-1,3240.810879,-1
124219.55+413720.6,190.5814661,41.62240058,129.6951856,75.38597423,-25.24705536,2.4268291,2267.36086,2538.716488,-1
095701.50+072854.6,149.2562599,7.481841029,230.1186781,44.29537341,-26.28068998,2.399426937,6939.056932,8342.212068,2895.249903
122929.20+023252.1,187.3716713,2.547825076,289.9336171,64.86413623,-25.18810365,2.240432024,7925.505051,8430.022465,2916.841075
130722.94+375031.5,196.8456149,37.84209325,106.55296,78.77423315,-26.57678091,2.257182121,5113.566096,9172.585506,5465.399294
153124.07+075431.1,232.8503004,7.908652247,13.57955032,47.57128735,-27.33765824,2.464838982,3260.119913,5400.035937,-1
142558.20+295504.4,216.4925168,29.91790516,46.18201518,69.0864156,-23.32425579,0.734349489,-1,-1,-1
114811.05-014659.7,177.0460493,-1.783254301,272.63715,57.32022291,-25.58647657,2.551262379,6311.810426,7880.769742,-1
152537.06+231946.3,231.4044521,23.32954297,35.4313224,55.05932046,-24.67168507,2.326681852,3193.591431,9370.82449,2383.227381
102144.91-012942.5,155.4371464,-1.495165505,245.3126541,44.00095368,-25.31782968,2.157474518,3218.725266,4003.245042,3390.790594
105532.14+063735.7,163.8839244,6.626583349,244.3157114,55.69034234,-25.84758026,2.350219011,8170.721848,9534.770736,5983.671134
021253.77+004450.4,33.22406184,0.747338595,161.3296767,-55.92889287,-25.89864025,2.941420555,6922.108661,10813.45928,-1
012518.94+060333.7,21.32895792,6.059375749,138.0416543,-55.81533172,-25.75362707,2.538553953,4551.090394,7019.587819,-1
090859.78+353554.6,137.249114,35.5985224,188.2302286,42.38949506,-24.19540322,1.603740215,4455.516632,7067.701054,4135.060867
212458.38-000642.1,321.2432563,-0.111715096,52.67927193,-33.60778015,-22.78242169,0.511932671,-1,-1,-1
020427.80-011239.5,31.11584311,-1.210992372,160.0318008,-58.71976709,-27.82873776,3.940043926,6261.687611,6396.636619,-1
132834.49+352858.4,202.1437385,35.482911,81.75080274,78.49118353,-24.60848473,2.633914948,4003.119871,7295.890996,-1
130414.09+421819.7,196.0587214,42.30547705,113.9905681,74.59987548,-23.97688645,2.427965641,4189.512344,4155.627589,-1
130552.30+001928.3,196.4679544,0.3245439,310.8931415,62.97296329,-22.57039664,0.61926645,-1,-1,-1
104913.88+381540.8,162.3078408,38.26133935,181.6191488,62.14906346,-24.31086016,2.29765439,5222.458356,-1,-1
085836.03+015044.4,134.6501267,1.845678595,226.9076363,28.90140248,-23.7566615,0.774782598,-1,-1,-1
105409.01+343309.6,163.5375578,34.55267709,189.1982897,63.85812797,-23.18672999,1.021135807,-1,4639.044572,3216.616038
022656.91-005605.9,36.73716244,-0.934986422,168.0989527,-55.19985975,-22.76285929,0.94680655,-1,-1,-1
084222.64+012215.2,130.5943679,1.370904762,225.1034737,25.14903549,-25.6339163,2.277136803,3888.685275,9567.587545,3472.006125
224555.91-003934.5,341.4829621,-0.659597887,68.98771351,-49.9104536,-23.68189349,0.76752454,-1,-1,-1
104514.05+024608.8,161.3085822,2.769136561,246.3706457,51.22121825,-25.69653678,2.102371216,6948.008075,9184.815197,8931.069649
